1	13.3" Ноутбук Acer S3-391(HD) i5 3317U(1.7)/4096/500/Intel HD4000/WiFi/BT/Cam/MS Win7
1	13.3" Ноутбук Acer S3-391(HD) i7 3517U(1.9)/4096/500/Intel HD4000/WiFi/BT/Cam/MS Win7
1	13.3" Ноутбук Acer S3-391(HD) i7 3517U(1.9)/4096/SSD 128/Intel HD4000/WiFi/BT/Cam/MS Win7
1	13.3" Ноутбук Acer S5-391(HD) i5 3317U(1.7)/4096/SSD 128/Intel HD4000/WiFi/BT/Cam/MS Win7
1	13.3" Ноутбук Acer S5-391(HD) i7 3517U(1.9)/4096/SSD 256/Intel HD4000/WiFi/BT/Cam/MS Win7
1	14" Ноутбук Acer M5-481TG-53314G12Mass (HD) i5 3317U(1.7)/4096/SSD 128/NV GT640M 1Gb/DVD-SMulti/WiFi/BT/Cam/MS Win7
1	15.6" Ноутбук Acer Aspire 5250-E302G32Mikk (HD) AMD E300(1.3)/2048/320/AMD HD6310/DVD-SMulti/WiFi/Cam/Linux
1	15.6" Ноутбук Acer Aspire 5349-B812G32Mnkk (HD) Celeron B815(1.6)/2048/320/Intel HD/DVD-SMulti/WiFi/Cam/MS Win7
1	15.6" Ноутбук Acer Aspire 5349-B812G50Mnkk (HD) Celeron B815(1.6)/2048/500/Intel HD/DVD-SMulti/WiFi/Cam/MS Win7
1	15.6" Ноутбук Acer Aspire 5733Z-P623G32Mikk (HD) P6200(2.1)/3072/320/DVD-SMulti/WiFi/Cam/Linux
1	15.6" Ноутбук Acer Aspire 5733Z-P623G50Mnkk (HD) P6200(2.1)/3072/500/Intel HD/DVD-SMulti/WiFi/Cam/Linux
1	15.6" Ноутбук Acer Aspire 5733Z-P624G32Mnkk (HD) P6200(2.13)/4096/320/Intel HD/DVD-SMulti/WiFi/Cam/MS Win7
1	15.6" Ноутбук Acer Aspire 5733Z-P624G50Mnkk (HD) P6200(2.13)/4096/500/Intel HD/DVD-SMulti/WiFi/Cam/MS Win7
1	15.6" Ноутбук Acer Aspire 5750ZG-B964G32Mnkk (HD) Pentium B960(2.2)/4096/320/NV GT610M 1Gb/DVD-SMulti/WiFi/Cam/MS Win7
1	15.6" Ноутбук Acer Aspire 5755G-32314G32Mncs (HD) i3 2310M(2.1)/4096/320/NV GT610 1Gb/DVD-SMulti/WiFi/Cam/MS Win7
1	15.6" Ноутбук Acer E1-571G-32374G50Mnks (HD) i3 2370M(2.4)/4096/500/NV GT620M 1Gb/DVD-SMulti/WiFi/Cam/MS Win7
1	15.6" Ноутбук Acer E1-571G-52454G50Mnks (HD) i5 2450M(2.5)/4096/500/NV GT620M 1Gb/DVD-SMulti/WiFi/Cam/MS Win7
1	15.6" Ноутбук Acer M3-581TG-323a4G52Mnkk (HD) i3 2367M(1.4)/4096/500/NV GT640M 1Gb/DVD-SMulti/WiFi/Cam/MS Win7
1	15.6" Ноутбук Acer M3-581TG-52464G12Mnkk(HD) i5 2467M(1.6)/4096/SSD 128/NV GT640M 1Gb/DVD-SMulti/WiFi/BT/Cam/MS Win7
1	15.6" Ноутбук Acer M3-581TG-52464G52Mnkk(HD) i5 2467M(1.6)/4096/500/NV GT640M 1Gb/DVD-SMulti/WiFi/BT/Cam/MS Win7
1	15.6" Ноутбук Acer M3-581TG-53314G12Mnkk (HD) i5 3317U(1.7)/4096/SSD 128/NV GT640M 1Gb/DVD-SMulti/WiFi/BT/Cam/MS Win7
1	15.6" Ноутбук Acer M3-581TG-72636G25Mnkk(HD) i7 2637M(1.7)/6144/SSD 256/NV GT640M 1Gb/DVD-SMulti/WiFi/BT/Cam/MS Win7
1	15.6" Ноутбук Acer M3-581TG-73516G52Mnkk (HD) i7 3517U(1.9)/6144/500/NV GT640M 1Gb/DVD-SMulti/WiFi/BT/Cam/MS Win7
1	15.6" Ноутбук Acer M5-581TG-53316G12Mass (HD) i5 3317U(1.7)/6144/SSD 128/NV GT640M 1Gb/DVD-SMulti/WiFi/BT/Cam/MS Win7
1	15.6" Ноутбук Acer M5-581TG-73516G25Mass (HD) i7 3517U(1.9)/6144/SSD 256/NV GT640M 1Gb/DVD-SMulti/WiFi/BT/Cam/MS Win7
1	15.6" Ноутбук Acer TravelMate TM5744-383G32Mnkk (HD) i3 380(2.53)/3072/320/Intel HD/DVD-SMulti/WiFi/Cam/Linux
1	15.6" Ноутбук Acer TravelMate TM5744Z-P622G32Mikk (HD) P6200(2.13)/2048/320/Intel HD/DVD-SMulti/WiFi/Cam/Linux
1	15.6" Ноутбук Acer TravelMate TM5744Z-P622G32Mnkk (HD) P6200(2.13)/2048/320/DVD-SMulti/WiFi/Cam/MS Win7 Starter
1	15.6" Ноутбук Acer TravelMate TM5760Z-B964G32Mnsk (HD) Pentium B960(2.2)/4096/320/Intel HD/DVD-SMulti/WiFi/Cam/MS Win7
1	15.6" Ноутбук Acer V3-551-64404G50Makk(HD) AMD A6-4400М(2.7)/4096/500/AMD HD7520/DVD-SMulti/WiFi/BT/Cam/MS Win7
1	15.6" Ноутбук Acer V3-551G-10466G75Makk (HD) AMD A10-4600M(2.3)/6144/750/AMD HD7660+7670 2Gb/DVD-SMulti/WiFi/BT/Cam/MS Win7
1	15.6" Ноутбук Acer V3-551G-10466G75Makk(HD) AMD A10-4600M(2.3)/6144/750/AMD HD7660+7670 2Gb/DVD-SMulti/WiFi/BT/Cam/MS Win7
1	15.6" Ноутбук Acer V3-551G-64406G50Makk(HD) AMD A6-4400М(2.7)/6144/500/AMD HD7520+7670 1Gb/DVD-SMulti/WiFi/BT/Cam/MS Win7
1	15.6" Ноутбук Acer V3-551G-84506G50Makk (HD) AMD A8-4500M(1.9)/6144/500/AMD HD7640+7670 2Gb/DVD-SMulti/WiFi/BT/Cam/MS Win7
1	15.6" Ноутбук Acer V3-551G-84506G50Makk(HD) AMD A8-4500M(1.9)/6144/500/AMD HD7640+7670 2Gb/DVD-SMulti/WiFi/BT/Cam/MS Win7
1	15.6" Ноутбук Acer V3-571G-32374G50Makk (HD) i3 2370M(2.4)/4096/500/NV GT630M 1Gb/DVD-SMulti/WiFi/BT/Cam/MS Win7
1	15.6" Ноутбук Acer V3-571G-32374G50Makk (HD) i3 2370M(2.4)/4096/500/NV GT630M 1Gb/DVD-SMulti/WiFi/BT/Cam/MS Win7
1	15.6" Ноутбук Acer V3-571G-33114G50Makk (HD) i3 3110M(2.4)/4096/500/NV GT630M 1Gb/DVD-SMulti/WiFi/BT/Cam/MS Win7
1	15.6" Ноутбук Acer V3-571G-53214G50Makk(HD) i5 3210M(2.5)/4096/500/NV GT630M 1Gb/DVD-SMulti/WiFi/BT/Cam/MS Win7
1	15.6" Ноутбук Acer V3-571G-53214G50Makk(HD) i5 3210M(2.5)/4096/500/NV GT630M 2Gb/DVD-SMulti/WiFi/BT/Cam/MS Win7
1	15.6" Ноутбук Acer V3-571G-53216G50Makk (HD) i5 3210M(2.5)/6144/500/NV GT630M 2Gb/DVD-SMulti/WiFi/BT/Cam/MS Win7
1	15.6" Ноутбук Acer V3-571G-53216G75Makk (HD) i5 3210M(2.5)/6144/750/NV GT640M 2Gb/DVD-SMulti/WiFi/BT/Cam/MS Win7
1	15.6" Ноутбук Acer V3-571G-53216G75Makk(HD) i5 3210M(2.5)/6144/750/NV GT640M 2Gb/DVD-SMulti/WiFi/BT/Cam/MS Win7
1	15.6" Ноутбук Acer V3-571G-73618G75Makk (HD) i7 3610QM(2.3)/8192/750/NV GT640M 2Gb/DVD-SMulti/WiFi/BT/Cam/MS Win7
1	15.6" Ноутбук Acer V3-571G-73618G75Makk(HD) i7 3610QM(2.3)/8192/750/NV GT640M 2Gb/DVD-SMulti/WiFi/BT/Cam/MS Win7
1	15.6" Ноутбук Acer V3-571G-736b8G75Makk (HD) i7 3630QM(2.4)/8192/750/NV GT640M 2Gb/DVD-SMulti/WiFi/BT/Cam/MS Win7
1	15.6" Ноутбук Acer V5-531-967B4G32Makk (HD) Pentium B967(1.3)/4096/320/Intel HD/DVD-SMulti/WiFi/BT/Cam/MS Win7
1	15.6" Ноутбук Acer V5-571G-32364G32Makk (HD) i3 2367M(1.4)/4096/320/NV GT620M 1Gb/DVD-SMulti/WiFi/BT/Cam/MS Win7
1	15.6" Ноутбук Acer V5-571G-32364G50Mabb(HD) i3 2367M(1.4)/4096/500/NV GT620M 1Gb/DVD-SMulti/WiFi/BT/Cam/MS Win7
1	15.6" Ноутбук Acer V5-571G-32364G50Makk (HD) i3 2367M(1.4)/4096/500/NV GT620M 1Gb/DVD-SMulti/WiFi/BT/Cam/MS Win7
1	15.6" Ноутбук Acer V5-571G-32364G50Mass(HD) i3 2367M(1.4)/4096/500/NV GT620M 1Gb/DVD-SMulti/WiFi/BT/Cam/MS Win7
1	15.6" Ноутбук Acer V5-571G-52466G50Mabb (HD) i5 2467M(1.6)/6144/500/NV GT620M 1Gb/DVD-SMulti/WiFi/BT/Cam/MS Win7
1	15.6" Ноутбук Acer V5-571G-53316G50Mabb(HD) i5 3317U(1.7)/6144/500/NV GT620M 1Gb/DVD-SMulti/WiFi/BT/Cam/MS Win7
1	15.6" Ноутбук Acer V5-571G-53316G50Mass (HD) i5 3317U(1.7)/6144/500/NV GT620M 1Gb/DVD-SMulti/WiFi/BT/Cam/MS Win7
1	15.6" Ноутбук Acer V5-571G-53316G50Mass(HD) i5 3317U(1.7)/6144/500/NV GT620M 1Gb/DVD-SMulti/WiFi/BT/Cam/MS Win7
1	17.3" Ноутбук Acer TravelMate TM7750-32314G50Mnss (HD+) i3 2310M(2.1)/3072/500/Intel HD3000/DVD-SMulti/WiFi/Cam/Linux
1	17.3" Ноутбук Acer V3-771G-32356G50Makk(HD+) i3 2350M(2.3)/6144/500/NV GT630M 1Gb/DVD-SMulti/WiFi/BT/Cam/MS Win7
1	17.3" Ноутбук Acer V3-771G-32374G50Makk (HD+) i3 2370M(2.4)/4096/500/NV GT630M 1Gb/DVD-SMulti/WiFi/BT/Cam/MS Win7
1	17.3" Ноутбук Acer V3-771G-53214G50Makk (HD+) i5 3210M(2.5)/4096/500/NV GT630M 2Gb/DVD-SMulti/WiFi/BT/Cam/MS Win7
1	17.3" Ноутбук Acer V3-771G-53214G75Makk(HD+) i5 3210M(2.5)/4096/750/NV GT630M 2Gb/DVD-SMulti/WiFi/BT/Cam/MS Win7
1	17.3" Ноутбук Acer V3-771G-53216G50Maii (FHD) i5 3210M(2.5)/6144/500/NV GT630M 1Gb/DVD-SMulti/WiFi/BT/Cam/MS Win7
1	17.3" Ноутбук Acer V3-771G-53216G50Maii (FHD) i5 3210M(2.5)/6144/500/NV GT630M 1Gb/DVD-SMulti/WiFi/BT/Cam/MS Win7
1	17.3" Ноутбук Acer V3-771G-53216G50Makk (HD+) i5 3210M(2.5)/6144/500/NV GT630M 2Gb/DVD-SMulti/WiFi/BT/Cam/MS Win7
1	17.3" Ноутбук Acer V3-771G-53216G75Maii (FHD) i5 3210M(2.5)/6144/750/NV GT650M 2Gb/DVD-SMulti/WiFi/BT/Cam/MS Win7
1	17.3" Ноутбук Acer V3-771G-53216G75Makk (HD+) i5 3210M(2.5)/6144/750/NV GT640M 2Gb/DVD-SMulti/WiFi/BT/Cam/MS Win7
1	17.3" Ноутбук Acer V3-771G-53216G75Makk(HD+) i5 3210M(2.5)/6144/750/NV GT640M 2Gb/DVD-SMulti/WiFi/BT/Cam/MS Win7
1	17.3" Ноутбук Acer V3-771G-7361161,12TBDWaii (FHD) i7 3610QM(2.3)/16384/SSD 120+1Tb/NV GT650M 2Gb/Blu-Ray/WiFi/BT/Cam/MS Win7
1	17.3" Ноутбук Acer V3-771G-7361161.12TBDWakk(HD+) i7 3610QM(2.3)/16384/SSD 120+1Tb/NV GT650M 2Gb/Blu-Ray/WiFi/BT/Cam/MS Win7
1	17.3" Ноутбук Acer V3-771G-73618G1TMaii (FHD) i7 3610QM(2.3)/8192/1Tb/NV GT650M 2Gb/DVD-SMulti/WiFi/BT/Cam/MS Win7
1	17.3" Ноутбук Acer V3-771G-73618G75Makk(HD+) i7 3610QM(2.3)/8192/750/NV GT640M 2Gb/DVD-SMulti/WiFi/BT/Cam/MS Win7
1	17.3" Ноутбук Acer V3-771G-736b161.12TBDWaii (FHD) i7 3630QM(2.4)/16384/SSD 120+1Tb/NV GT650M 2Gb/Blu-Ray/WiFi/BT/Cam/MS Win7
1	17.3" Ноутбук Acer V3-771G-736b8G1TMaii (FHD) i7 3630QM(2.4)/8192/1Tb/NV GT650M 2Gb/DVD-SMulti/WiFi/BT/Cam/MS Win7
1	14.1" Ноутбук Alienware m14x Black (HD+) i7 3720QM(2.6)/16384/750+SSD 32/NV GT650M 2Gb/DVD-SMulti/WiFi/BT/Cam/MS Win7
1	17.3" Ноутбук Alienware m17x Black (FHD) i7 3610QM(2.3)/16384/1TB/NV GTX660M 2Gb/DVD-SMulti/WiFi/BT/Cam/MS Win7
1	18.4" Ноутбук Alienware m18x Black (FHD) i7 3720QM(2.6)/16384/1Tb+SSD 256/2x NV GTX675M 2Gb/Blu-Ray/WiFi/BT/Cam/MS Win7
1	11.6" Ноутбук Apple MacBook Air (MD223RS/A)(HD) i5 3317U(1.7)/4096/SSD 64/Intel HD4000/WiFi/BT/Cam/Mac OS X
1	11.6" Ноутбук Apple MacBook Air (MD224RS/A)(HD) i5 3317U(1.7)/4096/SSD 128/Intel HD4000/WiFi/BT/Cam/Mac OS X
1	13.3" Ноутбук Apple MacBook Air (MD231RS/A)(WXGA+) i5 3427U(1.8)/4096/SSD 128/Intel HD4000/WiFi/BT/Cam/Mac OS X
1	13.3" Ноутбук Apple MacBook Air (MD232RS/A)(WXGA+) i5 3427U(1.8)/4096/SSD 256/Intel HD4000/WiFi/BT/Cam/Mac OS X
1	13.3" Ноутбук Apple MacBook Pro (MD101RS/A)(WXGA) i5 3210M(2.5)/4096/500/Intel HD4000/DVD-SMulti/WiFi/BT/Cam/Mac OS X
1	13.3" Ноутбук Apple MacBook Pro (MD102RS/A)(WXGA) i7 3520M(2.9)/8192/750/Intel HD4000/DVD-SMulti/WiFi/BT/Cam/Mac OS X
1	15.4" Ноутбук Apple MacBook Pro (MD103RS/A)(WXGA+) i7 3610QM(2.3)/4096/500/NV GT650M 512/DVD-SMulti/WiFi/BT/Cam/Mac OS X
1	15.4" Ноутбук Apple MacBook Pro (MD104RS/A)(WXGA+) i7 3720QM(2.6)/8192/750/NV GT650M 1Gb/DVD-SMulti/WiFi/BT/Cam/Mac OS X
1	15.4" Ноутбук Apple MacBook Pro Retina (MC976RS/A)(2880x1800) i7 3720QM(2.6)/8192/SSD 512/NV GT650M 1Gb/WiFi/BT/Cam/Mac OS X
1	17" Ноутбук Apple MacBook Pro (MD311RS/LL/A)(WUXGA) i7 2760QM(2.4)/4096/750/AMD HD 6770 1Gb/DVD-SMulti/WiFi/BT/Cam/Mac OS X Lion
1	10.1" Ноутбук Asus Eee PC 1011CX Black (WSVGA) Intel Atom N2600(1.6)/2048/320/WiFi/BT/Cam/MS Win7 Starter
1	10.1" Ноутбук Asus Eee PC 1011CX White (WSVGA) Intel Atom N2600(1.6)/2048/320/WiFi/BT/Cam/MS Win7 Starter
1	10.1" Ноутбук Asus Eee PC 1015BX Black (WSVGA) AMD C50(1.0)/2048/320/AMD HD6250/WiFi/Cam/MS Win7 Starter
1	10.1" Ноутбук Asus Eee PC 1015BX Black (WSVGA) AMD C60(1.0)/1024/320/AMD HD6290/WiFi/Cam/MS Win7 Starter
1	10.1" Ноутбук Asus Eee PC 1015BX White (WSVGA) AMD C50(1.0)/2048/320/AMD HD6250/WiFi/Cam/MS Win7 Starter
1	10.1" Ноутбук Asus Eee PC 1015BX White (WSVGA) AMD C60(1.0)/2048/320/AMD HD6290/WiFi/Cam/MS Win7 Starter
1	10.1" Ноутбук Asus Eee PC 1015CX Black (WSVGA) Intel Atom N2600(1.6)/1024/320/WiFi/Cam/MS Win7 Starter
1	10.1" Ноутбук Asus Eee PC 1015CX Red (WSVGA) Intel Atom N2600(1.6)/1024/320/WiFi/Cam/MS Win7 Starter
1	10.1" Ноутбук Asus Eee PC 1025C Brown (WSVGA) Intel Atom N2800(1.86)/2048/320/WiFi/BT/Cam/MS Win7 Starter
1	10.1" Ноутбук Asus Eee PC 1025C Gray (WSVGA) Intel Atom N2600(1.6)/1024/320/WiFi/Cam/MS Win7 Starter
1	10.1" Ноутбук Asus Eee PC 1025C Gray (WSVGA) Intel Atom N2800(1.86)/2048/320/WiFi/BT/Cam/MS Win7 Starter
1	10.1" Ноутбук Asus Eee PC 1025C White (WSVGA) Intel Atom N2800(1.86)/2048/320/WiFi/BT/Cam/MS Win7 Starter
1	10.1" Ноутбук Asus Eee PC 1025Ce Blue (WSVGA) Intel Atom N2800(1.86)/2048/500/WiFi/BT/Cam/MS Win7 Starter
1	10.1" Ноутбук Asus Eee PC X101CH Black (WSVGA) Intel Atom N2600(1.6)/1024/320/WiFi/Cam/Dos
1	10.1" Ноутбук Asus Eee PC X101CH Black (WSVGA) Intel Atom N2600(1.6)/1024/320/WiFi/Cam/MS Win7 Starter
1	10.1" Ноутбук Asus Eee PC X101CH Black (WSVGA) Intel Atom N2600(1.6)/2048/320/WiFi/Cam/MS Win7 Starter
1	10.1" Ноутбук Asus Eee PC X101CH Black (WSVGA) Intel Atom N2600(1.6)/2048/320/WiFi/Cam/MS Win7 Starter
1	10.1" Ноутбук Asus Eee PC X101CH Brown (WSVGA) Intel Atom N2600(1.6)/1024/320/WiFi/Cam/MS Win7 Starter
1	10.1" Ноутбук Asus Eee PC X101CH Red (WSVGA) Intel Atom N2600(1.6)/1024/320/WiFi/Cam/MS Win7 Starter
1	10.1" Ноутбук Asus Eee PC X101CH White (WSVGA) Intel Atom N2600(1.6)/1024/320/WiFi/Cam/MS Win7 Starter
1	11.6" Ноутбук Asus (U24E)(HD) i5 2450M(2.5)/4096/500/Intel HD3000/WiFi/BT/Cam/MS Win7/Red
1	11.6" Ноутбук Asus (U24E)(HD) i5 2450M(2.5)/4096/500/Intel HD3000/WiFi/BT/Cam/MS Win7/Silver
1	11.6" Ноутбук Asus (U24E)(HD) i7 2640M(2.8)/4096/750/Intel HD3000/WiFi/BT/Cam/MS Win7
1	11.6" Ноутбук Asus (UX21A)(FHD) i7 3517U(1.9)/4096/SSD 128/Intel HD4000/WiFi/BT/Cam/MS Win7
1	11.6" Ноутбук Asus (UX21A)(FHD) i7 3517U(1.9)/4096/SSD 256/Intel HD4000/WiFi/BT/Cam/MS Win7
1	11.6" Ноутбук Asus Eee PC 1225B Gray (HD) AMD C60(1.0)/2048/320/AMD HD6290/WiFi/Cam/MS Win7 Starter
1	11.6" Ноутбук Asus Eee PC 1225B Gray (HD) AMD E450(1.65)/4096/320/AMD HD6320/WiFi/BT/Cam/MS Win7
1	11.6" Ноутбук Asus Eee PC 1225B Gray (HD) AMD E450(1.65)/4096/500/AMD HD6320/WiFi/BT/Cam/MS Win7
1	11.6" Ноутбук Asus Eee PC 1225B Red (HD) AMD E450(1.65)/4096/320/AMD HD6320/WiFi/BT/Cam/MS Win7
1	11.6" Ноутбук Asus Eee PC 1225B Red (HD) AMD E450(1.65)/4096/500/AMD HD6320/WiFi/BT/Cam/MS Win7
1	11.6" Ноутбук Asus Eee PC 1225B Silver (HD) AMD E450(1.65)/4096/320/AMD HD6320/WiFi/BT/Cam/MS Win7
1	11.6" Ноутбук Asus Eee PC 1225B Silver (HD) AMD E450(1.65)/4096/500/AMD HD6320/WiFi/BT/Cam/MS Win7
1	11.6" Ноутбук Asus Eee PC 1225C Gray (HD) Intel Atom N2600(1.6)/2048/320/WiFi/BT/Cam/Dos
1	11.6" Ноутбук Asus Eee PC 1225C Red (HD) Intel Atom N2600(1.6)/2048/320/WiFi/BT/Cam/Dos
1	11.6" Ноутбук Asus Eee PC 1225C White (HD) Intel Atom N2600(1.6)/2048/320/WiFi/BT/Cam/Dos
1	12.1" Ноутбук Asus Eee PC 1215B Black (HD) AMD C60(1.0)/2048/320/AMD HD6290/WiFi/BT/Cam/MS Win7 Starter
1	12.1" Ноутбук Asus Lamborghini Black (VX6s)(HD) Intel Atom D2700(2.13)/4096/320/AMD HD6470 1Gb/WiFi/BT/Cam/MS Win7
1	12.1" Ноутбук Asus Lamborghini Orange (VX6s)(HD) Intel Atom D2700(2.13)/4096/320/AMD HD6470 1Gb/WiFi/BT/Cam/MS Win7
1	12.1" Ноутбук Asus Lamborghini Orange (VX6s)(HD) Intel Atom D2700(2.13)/4096/500/AMD HD6470 1Gb/WiFi/BT/Cam/MS Win7
1	13.3" Ноутбук Asus (U31Sg)(HD) i3 2350M(2.3)/4096/320/NV GT610M 1Gb/WiFi/BT/Cam/MS Win7/Red
1	13.3" Ноутбук Asus (U31Sg)(HD) i3 2350M(2.3)/4096/320/NV GT610M 1Gb/WiFi/BT/Cam/MS Win7/Silver
1	13.3" Ноутбук Asus (U36Sg)(HD) i3 2350M(2.3)/4096/500/NV GT610M 1Gb/WiFi/BT/Cam/MS Win7
1	13.3" Ноутбук Asus (UX31A)(FHD) i5 3317U(1.7)/4096/SSD 128/Intel HD4000/WiFi/BT/Cam/MS Win7
1	13.3" Ноутбук Asus (UX31A)(FHD) i7 3517U(1.9)/4096/SSD 256/Intel HD4000/WiFi/BT/Cam/MS Win7
1	13.3" Ноутбук Asus (UX31A)(FHD) i7 3517U(1.9)/4096/SSD 256/Intel HD4000/WiFi/BT/Cam/MS Win7 Pro
1	13.3" Ноутбук Asus (UX31E)(HD+) i7 2677M(1.8)/4096/SSD 128/Intel HD3000/WiFi/BT/Cam/MS Win7
1	13.3" Ноутбук Asus (UX32A)(HD) i3 2367M(1.4)/4096/320/Intel HD3000/WiFi/Cam/MS Win7
1	13.3" Ноутбук Asus (UX32Vd)(FHD) i7 3517U(1.9)/4096/500/NV GT620 1Gb/WiFi/BT/Cam/MS Win7
1	13.3" Ноутбук Asus (X301A)(HD) Pentium B970(2.3)/2048/320/Intel HD/WiFi/Cam/MS Win7/Black
1	14" Ноутбук Asus (K43E)(HD) i3 2350M(2.3)/3072/320/Intel HD3000/DVD-SMulti/WiFi/BT/Cam/MS Win7
1	14" Ноутбук Asus (K43E)(HD) i3 2350M(2.3)/4096/320/Intel HD3000/DVD-SMulti/WiFi/BT/Cam/MS Win7
1	14" Ноутбук Asus (K43E)(HD) Pentium B960(2.2)/2048/320/Intel HD/DVD-SMulti/WiFi/Cam/Dos
1	14" Ноутбук Asus (K43E)(HD) Pentium B960(2.2)/2048/320/Intel HD/DVD-SMulti/WiFi/Cam/MS Win7
1	14" Ноутбук Asus (K43E)(HD) Pentium B960(2.2)/3072/320/Intel HD/DVD-SMulti/WiFi/Cam/MS Win7
1	14" Ноутбук Asus (K43Sd)(HD) i3 2350M(2.3)/4096/500/NV GT610M 2Gb/DVD-SMulti/WiFi/BT/Cam/MS Win7
1	14" Ноутбук Asus (K43Tk)(HD) AMD A4-3305M(1.9)/3072/500/AMD HD7670 1Gb/DVD-SMulti/WiFi/BT/Cam/MS Win7
1	14" Ноутбук Asus (K43Tk)(HD) AMD A4-3305M(1.9)/4096/320/AMD HD7670 1Gb/DVD-SMulti/WiFi/BT/Cam/MS Win7
1	14" Ноутбук Asus (K43Tk)(HD) AMD A6-3420M(1.5)/4096/500/AMD HD6520+7670 1Gb/DVD-SMulti/WiFi/BT/Cam/MS Win7
1	14" Ноутбук Asus (K45A)(HD) i5 3210M(2.5)/4096/320/Intel HD4000/DVD-SMulti/WiFi/BT/Cam/MS Win7
1	14" Ноутбук Asus (K45DR)(HD) AMD A8-4500M(1.9)/6144/750/AMD HD7640+7470 1Gb/DVD-SMulti/WiFi/BT/Cam/MS Win7
1	14" Ноутбук Asus (K45Vd)(HD) i5 3210M(2.5)/4096/500/NV GT610M 2Gb/DVD-SMulti/WiFi/BT/Cam/MS Win7
1	14" Ноутбук Asus (N45Sf)(HD) i5 2430M(2.4)/4096/750/NV GT555M 2Gb/DVD-SMulti/WiFi/BT/Cam/MS Win7
1	14" Ноутбук Asus (N46VZ)(HD) i7 3610QM(2.3)/8192/1TB/NV GT650M 2Gb/DVD-SMulti/WiFi/BT/Cam/MS Win7
1	14" Ноутбук Asus (S46CM)(HD) i5 3317U(1.7)/4096/500/NV GT635M 2Gb/DVD-SMulti/WiFi/Cam/MS Win7
1	14" Ноутбук Asus (S46CM)(HD) i7 3517U(1.9)/4096/750/NV GT635M 2Gb/DVD-SMulti/WiFi/Cam/MS Win7
1	14" Ноутбук Asus (U40Sd)(HD) i5 2450M(2.5)/4096/750/NV GT520M 1Gb/DVD-SMulti/WiFi/BT/Cam/MS Win7/Black
1	14" Ноутбук Asus (X401A)(HD) Celeron B820(1.7)/2048/320/Intel HD/WiFi/Cam/MS Win7/Black
1	14" Ноутбук Asus (X44H)(HD) Pentium B950(2.1)/2048/320/Intel HD/DVD-SMulti/WiFi/Cam/MS Win7
1	15.6" Ноутбук Asus (A53Sm/K53Sm)(HD) i5 2450M(2.5)/4096/500/NV GT630M 2Gb/DVD-SMulti/WiFi/Cam/MS Win7
1	15.6" Ноутбук Asus (A54C/K54C/X54C)(HD) Celeron B815(1.6)/2048/500/Intel HD/DVD-SMulti/WiFi/Cam/Dos
1	15.6" Ноутбук Asus (A54C/K54C/X54C)(HD) Pentium B960(2.2)/2048/320/Intel HD/DVD-SMulti/WiFi/Cam/MS Win7
1	15.6" Ноутбук Asus (A54C/K54C/X54C)(HD) Pentium B960(2.2)/4096/500/Intel HD/DVD-SMulti/WiFi/Cam/MS Win7
